Time,Sensor1,Sensor2
2023-12-14 22:33:02.081502,"['53.3°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:34:01.533774,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:35:01.700880,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:36:01.922010,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:37:02.040738,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:38:02.228791,"['53.3°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:39:02.292867,"['53.3°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:40:02.377442,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:41:01.460959,"['53.3°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:42:01.634960,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:43:01.904258,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:44:01.947053,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:45:02.072306,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:46:02.269228,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:47:02.375239,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:48:01.579546,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:49:01.668033,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:50:01.810713,"['53.3°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:51:01.874567,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:52:02.088787,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:53:02.105018,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:54:02.179912,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:55:02.217985,"['53.3°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:56:02.419991,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:57:01.581192,"['53.3°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:58:01.722422,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 22:59:01.917551,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:00:02.353911,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:01:01.618134,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:02:01.663813,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:03:01.668379,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:04:01.727329,"['53.3°', '8.4%']","['61.4°', '8.3%']"
2023-12-14 23:05:01.853099,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:06:01.958827,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:07:02.120444,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:08:02.417621,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:09:01.995677,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:10:02.058961,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:11:02.154012,"['53.3°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:12:02.246560,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:13:02.318080,"['53.3°', '8.4%']","['61.4°', '8.3%']"
2023-12-14 23:14:02.413788,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:15:01.539777,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:16:01.610375,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:17:01.857412,"['53.1°', '8.4%']","['61.4°', '8.3%']"
2023-12-14 23:18:02.097892,"['53.1°', '8.5%']","['61.4°', '8.3%']"
2023-12-14 23:19:02.177479,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:20:02.251432,"['53.1°', '8.4%']","['61.4°', '8.3%']"
2023-12-14 23:21:02.407624,"['53.1°', '8.5%']","['61.4°', '8.2%']"
2023-12-14 23:22:01.543078,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:23:01.524496,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:24:01.601457,"['53.3°', '8.4%']","['61.4°', '8.3%']"
2023-12-14 23:25:01.794203,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:26:01.840840,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:27:01.873984,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:28:02.006549,"['53.3°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:29:02.198006,"['52.9°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:30:02.393484,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:31:01.536268,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:32:01.706612,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:33:01.735385,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:34:01.788406,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:35:01.863466,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:36:02.037096,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:37:02.189063,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:38:02.340817,"['53.3°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:39:01.486031,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:40:01.651138,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:41:01.825391,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:42:01.955984,"['52.9°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:43:02.008818,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:44:02.066194,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:45:02.197858,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:46:02.259335,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:47:01.464207,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:48:01.483430,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:49:01.588868,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:50:01.670861,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:51:02.009249,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:52:02.296129,"['53.3°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:53:01.538035,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:54:01.613816,"['53.1°', '8.4%']","['61.4°', '8.1%']"
2023-12-14 23:55:01.680231,"['53.1°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:56:01.800568,"['53.3°', '8.4%']","['61.4°', '8.2%']"
2023-12-14 23:57:01.969708,"['53.1°', '8.3%']","['61.4°', '8.2%']"
2023-12-14 23:58:02.106326,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-14 23:59:02.190072,"['53.1°', '8.3%']","['61.4°', '8.2%']"
2023-12-15 00:00:02.380548,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:01:01.630438,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:02:01.820375,"['53.1°', '8.4%']","['61.4°', '8.1%']"
2023-12-15 00:03:01.962275,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:04:02.035987,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:05:02.176525,"['53.1°', '8.3%']","['61.4°', '8.2%']"
2023-12-15 00:06:02.396744,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:07:01.530114,"['53.1°', '8.3%']","['61.4°', '8.2%']"
2023-12-15 00:08:01.628506,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:09:01.749407,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:10:01.830378,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:11:02.084279,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:12:02.273991,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:13:01.472759,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:14:01.692268,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:15:01.810622,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:16:01.640466,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:17:01.792370,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:18:02.020898,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:19:02.124557,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:20:02.273439,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:21:01.464752,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:22:01.541647,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:23:01.702856,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:24:01.883613,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:25:02.008123,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:26:02.179951,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:27:02.369879,"['52.7°', '8.3%']","['61.2°', '8.1%']"
2023-12-15 00:28:02.456843,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:29:01.717504,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:30:01.796163,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:31:01.856466,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:32:02.021261,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:33:02.116484,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:34:02.263937,"['52.9°', '8.2%']","['61°', '8.1%']"
2023-12-15 00:35:02.450292,"['53.3°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:36:01.552533,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:37:01.640069,"['53.1°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:38:01.688325,"['52.9°', '8.3%']","['61.2°', '8.1%']"
2023-12-15 00:39:01.867705,"['53.3°', '8.3%']","['61.2°', '8.1%']"
2023-12-15 00:40:01.898570,"['52.9°', '8.2%']","['61.4°', '8.1%']"
2023-12-15 00:41:02.010946,"['52.9°', '8.2%']","['61.2°', '8.1%']"
2023-12-15 00:42:02.120098,"['52.9°', '8.2%']","['61.4°', '8.1%']"
2023-12-15 00:43:02.128985,"['53.3°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:44:02.226614,"['52.9°', '8.2%']","['61.4°', '8.1%']"
2023-12-15 00:45:02.195071,"['52.9°', '8.3%']","['61.4°', '8.1%']"
2023-12-15 00:46:02.317728,"['52.9°', '8.2%']","['61.2°', '8.1%']"
2023-12-15 00:47:02.419267,"['53.3°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:48:02.408699,"['52.9°', '8.2%']","['61.4°', '8.1%']"
2023-12-15 00:49:02.417125,"['52.9°', '8.2%']","['61.4°', '8.1%']"
2023-12-15 00:50:02.423724,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:51:01.517432,"['52.9°', '8.2%']","['61.2°', '8.1%']"
2023-12-15 00:52:01.591474,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:53:01.947587,"['52.9°', '8.2%']","['61.2°', '8.1%']"
2023-12-15 00:54:02.133386,"['52.9°', '8.2%']","['61.2°', '8%']"
2023-12-15 00:55:02.299221,"['52.9°', '8.2%']","['61.2°', '8%']"
2023-12-15 00:56:02.431864,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:57:02.449219,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:58:01.581976,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 00:59:01.641289,"['53.3°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:00:01.790224,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:01:02.040131,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:02:02.242298,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:03:02.430077,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:04:01.535330,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:05:01.574830,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:06:01.713107,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:07:01.878390,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:08:02.265773,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:09:01.468785,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:10:01.481081,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:11:01.575447,"['53.1°', '8.1%']","['61.4°', '8%']"
2023-12-15 01:12:01.686427,"['53.1°', '8.2%']","['61.2°', '8%']"
2023-12-15 01:13:01.860130,"['52.9°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:14:01.943006,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:15:01.980047,"['53.1°', '8.2%']","['61.4°', '8%']"
2023-12-15 01:16:02.260810,"['52.9°', '8.1%']","['61.2°', '8%']"
